SERIALNO,SPORDER,PWGTP,AGEP,SEX,RAC1P,HISP,SCHL,PINCP,POVPIP,OCCP,COW,ESR,CIT,MAR,NATIVITY,PUMA,ADJINC
2024JP0002816,1,304.62,48,2,4,1,10,23410,234,6000,6,1,1,5,1,800105,1000000
2024JP0002817,1,304.62,20,2,3,1,12,38646,386,5000,1,1,1,1,1,800104,1000000
2024JP0002818,1,304.62,16,2,1,1,12,13613,136,0,0,6,1,5,1,800103,1000000
2024JP0002819,1,304.62,17,1,3,1,18,11078,110,0,0,6,1,5,1,800106,1000000
2024JP0002820,1,304.62,34,1,1,1,7,6625,66,7000,4,1,1,1,1,800109,1000000
2024JP0002821,1,304.62,14,1,1,1,4,811,8,0,0,6,1,5,1,800103,1000000
2024JP0002822,1,304.62,33,1,1,1,6,10949,109,7000,4,1,1,1,1,800105,1000000
2024JP0002823,1,304.62,24,2,1,1,13,27907,279,8000,4,5,1,1,1,800107,1000000
2024JP0002824,1,304.62,41,1,3,1,9,47933,479,8000,3,5,1,1,1,800105,1000000
2024JP0002825,1,304.62,20,2,1,1,14,5901,59,1000,1,1,1,5,1,800109,1000000
2024JP0002826,1,304.62,18,1,5,1,17,21820,218,2000,3,1,1,5,1,800100,1000000
2024JP0002827,1,304.62,24,2,4,1,16,53739,501,6000,1,1,1,1,1,800109,1000000
2024JP0002828,1,304.62,0,1,6,1,7,1065,10,0,0,6,1,5,1,800101,1000000
2024JP0002829,1,304.62,11,2,8,1,6,2539,25,0,0,6,1,5,1,800102,1000000
2024JP0002830,1,304.62,42,1,3,1,5,4173,41,9000,1,1,1,1,1,800105,1000000
2024JP0002831,1,304.62,19,1,4,1,11,5106,51,9800,3,2,1,5,1,800106,1000000
2024JP0002832,1,304.62,31,2,1,1,5,9210,92,7000,1,1,1,1,1,800105,1000000
2024JP0002833,1,304.62,34,2,3,1,5,8251,82,6000,3,3,1,1,1,800100,1000000
2024JP0002834,1,304.62,33,2,9,1,7,8069,80,9800,3,5,1,1,1,800109,1000000
2024JP0002835,1,304.62,22,1,5,1,13,5819,58,7000,3,1,1,5,1,800103,1000000
2024JP0002836,1,304.62,63,1,1,1,8,5110,51,5000,1,1,1,1,1,800105,1000000
2024JP0002837,1,304.62,41,1,6,1,6,6602,66,9000,1,1,1,1,1,800108,1000000
2024JP0002838,1,304.62,18,2,3,1,14,4391,43,9000,3,1,1,5,1,800103,1000000
2024JP0002839,1,304.62,42,1,2,1,10,43966,439,5000,3,1,1,1,1,800107,1000000
2024JP0002840,1,304.62,33,1,1,1,5,4067,40,9000,3,2,1,1,1,800106,1000000
2024JP0002841,1,304.62,54,1,6,1,12,31568,315,8000,3,1,1,1,1,800104,1000000
2024JP0002842,1,304.62,20,2,8,1,12,23326,233,9800,1,1,1,5,1,800108,1000000
2024JP0002843,1,304.62,5,1,6,1,2,2088,20,0,0,6,1,5,1,800106,1000000
2024JP0002844,1,304.62,21,1,5,1,13,4817,48,9000,1,3,1,5,1,800100,1000000
2024JP0002845,1,304.62,42,1,6,1,7,6691,66,7000,6,1,1,1,1,800108,1000000
2024JP0002846,1,304.62,21,2,7,1,16,19901,199,6000,3,1,1,5,1,800107,1000000
2024JP0002847,1,304.62,24,1,1,1,17,23331,233,6000,4,1,1,5,1,800104,1000000
2024JP0002848,1,304.62,59,1,1,1,6,5245,52,7000,1,1,1,1,1,800101,1000000
2024JP0002849,1,304.62,31,2,1,1,12,13130,131,7000,1,1,1,1,1,800107,1000000
2024JP0002850,1,304.62,99,2,6,1,5,8228,82,0,0,6,1,1,1,800102,1000000
2024JP0002851,1,304.62,65,1,4,1,8,1293,12,9800,3,5,1,1,1,800109,1000000
2024JP0002852,1,304.62,12,2,7,1,3,1684,16,0,0,6,1,5,1,800104,1000000
2024JP0002853,1,304.62,2,1,4,1,6,8447,84,0,0,6,1,5,1,800106,1000000
2024JP0002854,1,304.62,23,2,5,1,10,19341,193,2000,3,1,1,5,1,800105,1000000
2024JP0002855,1,304.62,12,1,2,1,4,1368,13,0,0,6,1,5,1,800108,1000000
2024JP0002856,1,304.62,59,2,6,1,7,3607,36,6000,6,1,1,2,1,800104,1000000
2024JP0002857,1,304.62,28,2,1,1,8,1280,12,9800,1,1,1,1,1,800103,1000000
2024JP0002858,1,304.62,9,2,4,1,5,2109,21,0,0,6,1,5,1,800101,1000000
2024JP0002859,1,304.62,28,1,8,1,12,14451,144,7000,3,1,1,1,1,800100,1000000
2024JP0002860,1,304.62,47,1,5,1,7,12477,124,9800,3,2,1,1,1,800103,1000000
2024JP0002861,1,304.62,34,1,3,1,7,11542,115,9000,1,1,1,1,1,800107,1000000
2024JP0002862,1,304.62,26,2,4,1,7,7087,70,7000,4,1,1,1,1,800101,1000000
2024JP0002863,1,304.62,12,1,6,1,3,782,7,0,0,6,1,5,1,800103,1000000
2024JP0002864,1,304.62,93,1,1,1,6,5588,55,0,0,6,1,1,1,800103,1000000
2024JP0002865,1,304.62,42,2,1,1,9,26508,265,2000,1,1,1,1,1,800104,1000000
2024JP0002866,1,304.62,17,1,4,1,17,19807,198,0,0,6,1,5,1,800100,1000000
2024JP0002867,1,304.62,31,2,8,1,10,29346,293,1000,1,1,5,1,1,800108,1000000
2024JP0002868,1,304.62,73,1,6,1,7,5243,52,0,0,6,1,1,1,800101,1000000
2024JP0002869,1,304.62,2,2,3,1,5,4332,43,0,0,6,1,5,1,800103,1000000
2024JP0002870,1,304.62,87,1,4,1,7,1709,17,0,0,6,1,1,1,800102,1000000
2024JP0002871,1,304.62,73,1,3,1,10,10202,102,0,0,6,1,1,1,800104,1000000
2024JP0002872,1,304.62,31,2,6,1,7,4500,45,9000,1,2,1,2,1,800106,1000000
2024JP0002873,1,304.62,64,2,5,1,10,49783,497,7000,1,1,1,1,1,800101,1000000
2024JP0002874,1,304.62,12,1,2,1,4,448,4,0,0,6,1,5,1,800107,1000000
2024JP0002875,1,304.62,40,2,4,1,9,13801,138,2000,1,1,1,5,1,800100,1000000
2024JP0002876,1,304.62,80,1,8,1,12,21288,212,0,0,6,1,2,1,800105,1000000
2024JP0002877,1,304.62,37,1,6,1,12,34129,341,5000,3,5,1,1,1,800104,1000000
2024JP0002878,1,304.62,32,2,5,1,7,2080,20,6000,4,1,1,1,1,800101,1000000
2024JP0002879,1,304.62,29,1,6,1,7,760,7,6000,3,1,1,1,1,800102,1000000
2024JP0002880,1,304.62,24,1,5,1,12,20971,209,6000,1,1,1,1,1,800109,1000000
2024JP0002881,1,304.62,10,2,6,1,4,1111,11,0,0,6,1,5,1,800101,1000000
2024JP0002882,1,304.62,18,2,4,1,10,4156,41,6000,3,1,1,5,1,800104,1000000
2024JP0002883,1,304.62,4,2,4,1,1,1082,10,0,0,6,1,5,1,800100,1000000
2024JP0002884,1,304.62,8,1,4,1,7,868,8,0,0,6,1,5,1,800108,1000000
2024JP0002885,1,304.62,18,1,8,1,13,2912,29,1000,1,1,1,5,1,800106,1000000
2024JP0002886,1,304.62,55,2,6,1,13,20295,202,5000,1,1,1,1,1,800106,1000000
2024JP0002887,1,304.62,37,1,6,1,12,28793,287,6000,1,1,1,3,1,800105,1000000
2024JP0002888,1,304.62,94,2,9,1,8,2347,23,0,0,6,1,1,1,800106,1000000
2024JP0002889,1,304.62,22,1,1,1,12,27844,278,5000,1,1,1,5,1,800109,1000000
2024JP0002890,1,304.62,7,1,1,1,7,727,7,0,0,6,1,5,1,800103,1000000
2024JP0002891,1,304.62,38,1,3,1,9,22205,222,8000,3,1,1,1,1,800104,1000000
2024JP0002892,1,304.62,39,2,4,1,8,24823,248,7000,4,1,1,2,1,800105,1000000
2024JP0002893,1,304.62,59,2,2,1,5,7469,74,6000,6,1,1,5,1,800106,1000000
2024JP0002894,1,304.62,27,2,6,1,11,8490,84,5000,4,1,1,5,1,800100,1000000
2024JP0002895,1,304.62,65,2,6,1,5,2651,26,9800,1,1,1,1,1,800107,1000000
2024JP0002896,1,304.62,18,1,1,1,10,7900,79,7000,1,4,1,1,1,800101,1000000
2024JP0002897,1,304.62,43,2,7,1,8,2089,20,9800,3,1,1,1,1,800102,1000000
2024JP0002898,1,304.62,9,2,3,1,7,3253,32,0,0,6,1,5,1,800105,1000000
2024JP0002899,1,304.62,30,2,6,1,10,17050,170,5000,1,1,1,1,1,800100,1000000
2024JP0002900,1,304.62,19,2,3,1,16,40919,409,3000,3,4,1,5,1,800101,1000000
2024JP0002901,1,304.62,25,1,8,1,11,14217,142,6000,3,4,1,1,1,800108,1000000
2024JP0002902,1,304.62,37,2,1,1,9,58453,501,6000,1,1,1,1,1,800108,1000000
2024JP0002903,1,304.62,36,1,7,1,8,12985,129,9920,4,1,1,1,1,800102,1000000
2024JP0002904,1,304.62,35,2,8,1,7,5766,57,6000,3,1,1,1,1,800108,1000000
2024JP0002905,1,304.62,20,1,5,1,15,7638,76,6000,4,1,1,5,1,800107,1000000
2024JP0002906,1,304.62,11,2,1,1,1,3722,37,0,0,6,1,5,1,800104,1000000
2024JP0002907,1,304.62,40,2,5,1,10,5003,50,2000,3,2,1,3,1,800102,1000000
2024JP0002908,1,304.62,87,2,5,1,5,3515,35,0,0,6,1,2,1,800107,1000000
2024JP0002909,1,304.62,19,1,4,1,11,10120,101,7000,1,3,1,5,1,800100,1000000
2024JP0002910,1,304.62,27,2,2,1,9,22436,224,5000,3,1,1,1,1,800104,1000000
2024JP0002911,1,304.62,0,1,5,1,3,1238,12,0,0,6,1,5,1,800105,1000000
2024JP0002912,1,304.62,14,2,1,1,3,3950,39,0,0,6,1,5,1,800100,1000000
2024JP0002913,1,304.62,5,1,4,1,4,5312,53,0,0,6,1,5,1,800106,1000000
2024JP0002914,1,304.62,22,2,2,1,12,10385,103,8000,4,1,1,1,1,800104,1000000
2024JP0002915,1,304.62,17,2,1,1,17,26615,266,0,0,6,1,5,1,800109,1000000
2024JP0002916,1,304.62,31,2,6,1,12,15147,151,6000,1,1,1,1,1,800103,1000000
2024JP0002917,1,304.62,14,1,1,1,4,2230,22,0,0,6,1,5,1,800102,1000000
2024JP0002918,1,304.62,11,1,5,1,3,2031,20,0,0,6,1,5,1,800109,1000000
2024JP0002919,1,304.62,41,1,1,1,12,38982,389,9000,4,1,1,1,1,800104,1000000
2024JP0002920,1,304.62,65,2,2,1,7,1064,10,9920,3,5,1,1,1,800101,1000000
2024JP0002921,1,304.62,61,1,3,1,5,18223,182,9800,4,2,1,1,1,800102,1000000
2024JP0002922,1,304.62,15,1,5,1,10,2168,21,0,0,6,1,5,1,800105,1000000
2024JP0002923,1,304.62,5,1,2,1,3,1848,18,0,0,6,1,5,1,800101,1000000
2024JP0002924,1,304.62,31,2,6,1,7,3811,38,7000,3,1,1,2,1,800107,1000000
2024JP0002925,1,304.62,33,2,1,1,9,17853,178,7000,3,1,1,1,1,800109,1000000
2024JP0002926,1,304.62,22,2,5,1,15,34740,347,6000,1,1,1,5,1,800107,1000000
2024JP0002927,1,304.62,52,2,3,1,7,4239,42,9800,3,1,1,1,1,800106,1000000
2024JP0002928,1,304.62,40,2,6,1,12,7210,72,1000,1,1,1,1,1,800100,1000000
2024JP0002929,1,304.62,37,1,3,1,14,31732,317,8000,4,1,1,1,1,800102,1000000
2024JP0002930,1,304.62,27,2,6,1,13,12021,120,2000,3,1,5,1,1,800103,1000000
2024JP0002931,1,304.62,15,1,3,1,17,10039,100,0,0,6,1,5,1,800101,1000000
2024JP0002932,1,304.62,9,1,1,1,1,2680,26,0,0,6,1,5,1,800104,1000000
2024JP0002933,1,304.62,83,2,2,1,5,1545,15,0,0,6,1,5,1,800100,1000000
2024JP0002934,1,304.62,21,2,4,1,15,32024,320,6000,1,1,1,5,1,800103,1000000
2024JP0002935,1,304.62,78,2,5,1,10,6333,63,0,0,6,1,5,1,800101,1000000
2024JP0002936,1,304.62,5,1,4,1,2,905,9,0,0,6,1,5,1,800100,1000000
2024JP0002937,1,304.62,29,2,4,1,6,1198,11,9000,4,1,1,1,1,800109,1000000
2024JP0002938,1,304.62,14,1,2,1,3,413,4,0,0,6,1,5,1,800105,1000000
2024JP0002939,1,304.62,8,2,3,1,6,1876,18,0,0,6,1,5,1,800102,1000000
2024JP0002940,1,304.62,32,1,5,1,11,13212,132,5000,4,5,1,1,1,800105,1000000
2024JP0002941,1,304.62,57,2,5,1,9,19242,192,6000,4,5,1,1,1,800101,1000000
2024JP0002942,1,304.62,43,2,2,1,6,30424,304,9800,4,2,2,1,1,800106,1000000
2024JP0002943,1,304.62,32,1,6,1,5,6206,62,6000,1,5,1,1,1,800107,1000000
2024JP0002944,1,304.62,41,1,1,1,9,25931,259,8000,6,1,1,1,1,800101,1000000
2024JP0002945,1,304.62,16,2,1,1,10,4986,49,0,0,6,1,5,1,800105,1000000
2024JP0002946,1,304.62,16,1,5,1,16,33764,337,0,0,6,1,5,1,800104,1000000
2024JP0002947,1,304.62,15,1,2,1,12,18864,188,0,0,6,1,5,1,800104,1000000
2024JP0002948,1,304.62,10,2,1,1,3,1375,13,0,0,6,1,5,1,800109,1000000
2024JP0002949,1,304.62,40,2,3,1,6,10883,108,6000,4,1,1,1,1,800102,1000000
2024JP0002950,1,304.62,48,2,4,1,10,22318,223,9800,3,1,1,1,1,800103,1000000
2024JP0002951,1,304.62,35,2,4,1,6,12012,120,5000,1,1,1,1,1,800107,1000000
2024JP0002952,1,304.62,77,1,2,1,6,556,5,0,0,6,1,1,1,800101,1000000
2024JP0002953,1,304.62,59,2,2,1,10,37303,373,2000,1,1,1,5,1,800106,1000000
2024JP0002954,1,304.62,89,1,1,1,6,10589,105,0,0,6,1,3,1,800103,1000000
2024JP0002955,1,304.62,14,1,1,1,5,4453,44,0,0,6,1,5,1,800102,1000000
2024JP0002956,1,304.62,0,1,6,1,1,3377,33,0,0,6,1,5,1,800104,1000000
2024JP0002957,1,304.62,10,2,1,1,1,6608,66,0,0,6,1,5,1,800103,1000000
2024JP0002958,1,304.62,40,2,2,1,8,5652,56,5000,6,1,1,1,1,800105,1000000
2024JP0002959,1,304.62,11,1,2,1,2,2825,28,0,0,6,1,5,1,800109,1000000
2024JP0002960,1,304.62,34,1,4,1,6,6898,68,9920,1,1,1,1,1,800108,1000000
2024JP0002961,1,304.62,47,2,8,1,7,5057,50,9000,4,1,1,1,1,800101,1000000
2024JP0002962,1,304.62,3,1,1,1,2,2022,20,0,0,6,1,5,1,800100,1000000
2024JP0002963,1,304.62,57,2,8,1,12,23372,233,8000,1,1,1,1,1,800102,1000000
2024JP0002964,1,304.62,73,1,2,1,5,3508,35,0,0,6,1,2,1,800107,1000000
2024JP0002965,1,304.62,1,2,5,1,1,1158,11,0,0,6,1,5,1,800104,1000000
2024JP0002966,1,304.62,3,2,5,1,1,2383,23,0,0,6,1,5,1,800102,1000000
2024JP0002967,1,304.62,7,2,2,1,3,1761,17,0,0,6,1,5,1,800106,1000000
2024JP0002968,1,304.62,56,2,8,1,10,23800,238,6000,3,1,1,1,1,800100,1000000
2024JP0002969,1,304.62,23,2,2,1,14,14553,145,2000,2,1,1,5,1,800106,1000000
2024JP0002970,1,304.62,26,2,4,1,11,11207,112,6000,3,1,1,5,1,800104,1000000
2024JP0002971,1,304.62,24,1,6,1,13,8615,86,2000,3,1,1,5,1,800109,1000000
2024JP0002972,1,304.62,8,2,1,1,5,3644,36,0,0,6,1,5,1,800100,1000000
2024JP0002973,1,304.62,84,2,1,1,6,8795,87,0,0,6,1,3,1,800100,1000000
2024JP0002974,1,304.62,25,1,5,1,11,6481,64,7000,1,1,1,5,1,800109,1000000
2024JP0002975,1,304.62,13,2,7,1,4,897,8,0,0,6,1,5,1,800105,1000000
2024JP0002976,1,304.62,11,1,4,1,3,1012,10,0,0,6,2,5,1,800100,1000000
2024JP0002977,1,304.62,26,1,6,1,15,70933,501,4000,3,1,1,5,1,800105,1000000
2024JP0002978,1,304.62,57,2,5,1,13,34340,343,6000,4,1,1,2,1,800101,1000000
2024JP0002979,1,304.62,43,1,1,1,7,3468,34,9800,3,1,1,1,1,800103,1000000
2024JP0002980,1,304.62,44,1,1,1,8,5643,56,5000,4,1,1,1,1,800102,1000000
2024JP0002981,1,304.62,23,1,4,1,12,12171,121,7000,4,1,1,5,1,800106,1000000
2024JP0002982,1,304.62,37,2,2,1,6,5523,55,7000,3,2,1,1,1,800105,1000000
2024JP0002983,1,304.62,23,1,1,1,14,40081,400,5000,3,1,1,5,1,800107,1000000
2024JP0002984,1,304.62,5,2,6,1,5,1421,14,0,0,6,1,5,1,800104,1000000
2024JP0002985,1,304.62,45,1,6,1,7,9473,94,6000,1,5,1,1,1,800109,1000000
2024JP0002986,1,304.62,0,1,6,1,3,2109,21,0,0,6,1,5,1,800101,1000000
2024JP0002987,1,304.62,33,1,3,1,5,11588,115,9920,3,2,1,5,1,800100,1000000
2024JP0002988,1,304.62,21,2,7,1,13,8350,83,9800,4,1,1,5,1,800101,1000000
2024JP0002989,1,304.62,11,1,4,1,4,9173,91,0,0,6,1,5,1,800103,1000000
2024JP0002990,1,304.62,6,1,5,1,4,2099,20,0,0,6,1,5,1,800105,1000000
2024JP0002991,1,304.62,33,1,5,1,10,8426,84,5000,4,1,1,1,1,800104,1000000
2024JP0002992,1,304.62,87,1,7,1,8,1628,16,0,0,6,1,1,1,800105,1000000
2024JP0002993,1,304.62,10,2,4,1,2,7776,77,0,0,6,1,5,1,800101,1000000
2024JP0002994,1,304.62,20,2,6,1,17,21364,213,3000,3,1,1,5,1,800100,1000000
2024JP0002995,1,304.62,59,2,3,1,9,38827,388,1000,3,5,1,1,1,800101,1000000
2024JP0002996,1,304.62,5,1,1,1,3,834,8,0,0,6,1,5,1,800106,1000000
2024JP0002997,1,304.62,42,1,1,1,6,4443,44,6000,1,5,1,1,1,800101,1000000
2024JP0002998,1,304.62,22,2,1,1,14,3906,39,2000,1,1,1,5,1,800105,1000000
2024JP0002999,1,304.62,39,1,3,1,13,48298,482,8000,1,1,1,1,1,800103,1000000
2024JP0003000,1,304.62,12,2,9,1,5,6403,64,0,0,6,1,5,1,800100,1000000
2024JP0003001,1,304.62,32,2,6,1,10,45300,453,8000,3,1,1,1,1,800102,1000000
2024JP0003002,1,304.62,1,2,5,1,4,2612,26,0,0,6,1,5,1,800103,1000000
2024JP0003003,1,304.62,56,1,2,1,9,9929,99,7000,6,2,1,1,1,800105,1000000
2024JP0003004,1,304.62,54,2,6,1,5,12350,123,9000,1,1,1,1,1,800102,1000000
2024JP0003005,1,304.62,90,1,2,1,6,3487,34,0,0,6,1,2,1,800107,1000000
2024JP0003006,1,304.62,37,1,4,1,9,14994,149,6000,4,1,1,1,1,800102,1000000
2024JP0003007,1,304.62,41,1,6,1,9,26370,263,1000,1,1,1,1,1,800100,1000000
2024JP0003008,1,304.62,44,2,6,1,5,3271,32,6000,4,1,1,1,1,800107,1000000
2024JP0003009,1,304.62,8,2,8,1,5,453,4,0,0,6,1,5,1,800108,1000000
2024JP0003010,1,304.62,14,2,1,1,7,3618,36,0,0,6,1,5,1,800100,1000000
2024JP0003011,1,304.62,29,2,2,1,10,8941,89,7000,4,1,1,1,1,800105,1000000
2024JP0003012,1,304.62,27,1,1,1,14,30120,301,6000,1,1,1,5,1,800107,1000000
2024JP0003013,1,304.62,36,1,5,1,11,30732,307,3000,1,1,1,1,1,800108,1000000
2024JP0003014,1,304.62,44,2,7,1,11,32639,326,8000,6,1,1,1,1,800109,1000000
2024JP0003015,1,304.62,1,1,6,1,6,6438,64,0,0,6,1,5,1,800100,1000000
2024JP0003016,1,304.62,44,1,7,1,6,2258,22,5000,4,1,1,1,1,800106,1000000
2024JP0003017,1,304.62,56,2,7,1,11,7018,70,6000,1,1,1,1,1,800103,1000000
2024JP0003018,1,304.62,4,1,6,1,3,707,7,0,0,6,1,5,1,800100,1000000
2024JP0003019,1,304.62,44,2,4,1,7,12019,120,9000,4,1,1,1,1,800108,1000000
2024JP0003020,1,304.62,9,2,3,1,7,5664,56,0,0,6,1,5,1,800106,1000000
2024JP0003021,1,304.62,1,2,2,1,4,5817,58,0,0,6,1,5,1,800107,1000000
2024JP0003022,1,304.62,16,2,6,1,15,57655,501,0,0,6,1,5,1,800106,1000000
2024JP0003023,1,304.62,33,2,7,1,8,12384,123,5000,3,1,1,5,1,800107,1000000
2024JP0003024,1,304.62,37,2,2,1,9,23038,230,2000,1,5,1,1,1,800107,1000000
2024JP0003025,1,304.62,18,2,6,1,12,8686,86,8000,4,1,1,5,1,800102,1000000
2024JP0003026,1,304.62,26,1,6,1,14,13586,135,5000,1,1,1,1,1,800103,1000000
2024JP0003027,1,304.62,83,2,4,1,5,2336,23,0,0,6,1,1,1,800108,1000000
2024JP0003028,1,304.62,29,1,4,1,8,9686,96,6000,3,2,1,5,1,800109,1000000
2024JP0003029,1,304.62,11,2,3,1,5,438,4,0,0,6,1,5,1,800104,1000000
2024JP0003030,1,304.62,9,1,3,1,5,1915,19,0,0,6,1,5,1,800102,1000000
2024JP0003031,1,304.62,30,1,1,1,12,43059,430,2000,1,1,1,1,1,800109,1000000
2024JP0003032,1,304.62,18,2,2,1,15,58596,501,2000,3,1,1,1,1,800106,1000000
2024JP0003033,1,304.62,8,2,2,1,3,3422,34,0,0,6,1,5,1,800107,1000000
2024JP0003034,1,304.62,59,1,2,1,5,7187,71,8000,1,1,1,1,1,800109,1000000
2024JP0003035,1,304.62,57,1,6,1,9,11012,110,5000,3,1,1,1,1,800103,1000000
2024JP0003036,1,304.62,18,2,1,1,19,63448,501,4000,2,1,1,5,1,800109,1000000
2024JP0003037,1,304.62,33,1,7,1,7,4290,42,7000,6,1,1,1,1,800106,1000000
2024JP0003038,1,304.62,39,1,1,1,13,73177,501,5000,6,1,1,1,1,800101,1000000
2024JP0003039,1,304.62,5,2,2,1,7,1976,19,0,0,6,1,5,1,800101,1000000
2024JP0003040,1,304.62,14,2,2,1,3,4718,47,0,0,6,1,5,1,800103,1000000
2024JP0003041,1,304.62,88,1,2,1,9,10312,103,0,0,6,1,1,1,800106,1000000
2024JP0003042,1,304.62,41,1,7,1,7,3928,39,9000,4,1,1,1,1,800106,1000000
2024JP0003043,1,304.62,15,1,5,1,19,38895,388,0,0,6,1,5,1,800109,1000000
2024JP0003044,1,304.62,8,1,1,1,5,3205,32,0,0,6,1,5,1,800106,1000000
2024JP0003045,1,304.62,66,2,3,1,8,8880,88,7000,3,1,1,5,1,800107,1000000
2024JP0003046,1,304.62,31,2,4,1,9,6979,69,5000,3,2,1,1,1,800109,1000000
2024JP0003047,1,304.62,4,2,6,1,8,3004,30,0,0,6,1,5,1,800101,1000000
2024JP0003048,1,304.62,42,1,1,1,8,3254,32,5000,4,1,1,1,1,800102,1000000
2024JP0003049,1,304.62,44,1,7,1,14,14616,146,2000,1,2,1,2,1,800109,1000000
2024JP0003050,1,304.62,37,2,6,1,10,20642,206,6000,1,1,1,2,1,800103,1000000
2024JP0003051,1,304.62,20,2,7,1,12,60497,501,1000,1,1,1,5,1,800108,1000000
2024JP0003052,1,304.62,38,1,4,1,6,9071,90,5000,1,1,1,1,1,800104,1000000
2024JP0003053,1,304.62,2,1,1,1,5,3487,34,0,0,6,1,5,1,800108,1000000
2024JP0003054,1,304.62,40,2,3,1,7,7071,70,8000,1,5,1,1,1,800106,1000000
2024JP0003055,1,304.62,5,1,5,1,7,1632,16,0,0,6,1,5,1,800109,1000000
2024JP0003056,1,304.62,5,2,7,1,5,1408,14,0,0,6,1,5,1,800103,1000000
2024JP0003057,1,304.62,30,2,4,1,5,4781,47,9800,4,1,1,1,1,800106,1000000
2024JP0003058,1,304.62,12,2,5,1,4,1112,11,0,0,6,1,5,1,800102,1000000
2024JP0003059,1,304.62,2,1,2,1,4,673,6,0,0,6,1,5,1,800100,1000000
2024JP0003060,1,304.62,5,2,4,1,2,1474,14,0,0,6,1,5,1,800104,1000000
2024JP0003061,1,304.62,35,2,1,1,8,4454,44,5000,3,1,1,1,1,800107,1000000
2024JP0003062,1,304.62,46,2,7,1,8,13290,132,6000,1,3,1,2,1,800107,1000000
2024JP0003063,1,304.62,37,1,3,1,10,35121,351,6000,1,1,1,1,1,800101,1000000
2024JP0003064,1,304.62,26,1,1,1,8,8730,87,6000,6,1,1,1,1,800100,1000000
2024JP0003065,1,304.62,26,2,1,1,9,25205,252,6000,6,1,1,5,1,800106,1000000
2024JP0003066,1,304.62,54,1,7,1,11,4679,46,3000,1,1,1,1,1,800105,1000000
2024JP0003067,1,304.62,48,1,4,1,8,4232,42,5000,1,1,1,5,1,800105,1000000
2024JP0003068,1,304.62,1,1,1,1,2,509,5,0,0,6,1,5,1,800104,1000000
2024JP0003069,1,304.62,8,1,2,1,7,2483,24,0,0,6,1,5,1,800105,1000000
2024JP0003070,1,304.62,6,1,2,1,5,3894,38,0,0,6,1,5,1,800104,1000000
2024JP0003071,1,304.62,43,2,4,1,10,101894,501,9000,6,1,1,1,1,800105,1000000
2024JP0003072,1,304.62,1,2,3,1,1,1401,14,0,0,6,1,5,1,800106,1000000
2024JP0003073,1,304.62,40,2,3,1,7,2065,20,5000,1,1,1,1,1,800106,1000000
2024JP0003074,1,304.62,37,2,6,1,6,9495,94,7000,3,1,1,1,1,800109,1000000
2024JP0003075,1,304.62,2,2,7,1,4,12355,123,0,0,6,1,5,1,800104,1000000
2024JP0003076,1,304.62,35,2,4,1,7,8807,88,7000,4,2,1,1,1,800104,1000000
2024JP0003077,1,304.62,24,1,2,1,15,64944,501,2000,2,4,1,5,1,800106,1000000
2024JP0003078,1,304.62,17,2,2,1,16,5583,55,0,0,6,1,5,1,800103,1000000
2024JP0003079,1,304.62,56,2,2,1,8,14844,148,6000,3,1,5,2,1,800105,1000000
2024JP0003080,1,304.62,59,2,7,1,9,19131,191,5000,1,1,1,1,1,800103,1000000
2024JP0003081,1,304.62,17,1,4,1,10,10059,100,0,0,6,1,5,1,800102,1000000
2024JP0003082,1,304.62,93,1,2,1,6,8709,87,0,0,6,1,1,1,800102,1000000
2024JP0003083,1,304.62,0,2,4,1,8,3788,37,0,0,6,1,5,1,800101,1000000
2024JP0003084,1,304.62,30,1,6,1,9,21688,216,6000,3,4,1,2,1,800102,1000000
2024JP0003085,1,304.62,26,2,1,1,5,13083,130,7000,1,1,1,5,1,800100,1000000
2024JP0003086,1,304.62,35,1,1,1,6,1072,10,6000,4,1,1,1,1,800107,1000000
2024JP0003087,1,304.62,8,2,2,1,1,1564,15,0,0,6,1,5,1,800100,1000000
2024JP0003088,1,304.62,31,2,1,1,15,87782,501,4000,2,5,1,1,1,800105,1000000
2024JP0003089,1,304.62,12,1,3,1,6,2823,28,0,0,6,1,5,1,800104,1000000
2024JP0003090,1,304.62,67,2,1,1,7,1583,15,8000,3,5,1,2,1,800102,1000000
2024JP0003091,1,304.62,14,1,1,1,6,753,7,0,0,6,1,5,1,800101,1000000
2024JP0003092,1,304.62,15,2,3,1,13,8224,82,0,0,6,1,5,1,800101,1000000
2024JP0003093,1,304.62,34,2,2,1,9,39246,392,9000,1,1,1,5,1,800107,1000000
2024JP0003094,1,304.62,26,2,4,1,6,5041,50,8000,3,1,1,5,1,800104,1000000
2024JP0003095,1,304.62,18,2,6,1,20,36624,366,4000,1,1,1,5,2,800100,1000000
2024JP0003096,1,304.62,14,1,6,1,2,3232,32,0,0,6,1,5,1,800100,1000000
2024JP0003097,1,304.62,4,1,5,1,3,3885,38,0,0,6,1,5,1,800102,1000000
2024JP0003098,1,304.62,25,2,6,1,14,13668,136,3000,3,1,1,5,1,800109,1000000
2024JP0003099,1,304.62,93,2,6,1,7,5046,50,0,0,6,1,1,1,800103,1000000
2024JP0003100,1,304.62,14,1,3,1,2,2548,25,0,0,6,1,5,1,800100,1000000
2024JP0003101,1,304.62,29,1,7,1,11,11732,117,6000,1,3,1,5,1,800100,1000000
